subject,predicate,object,confidence,source_sentence,extractable
http://en.wikipedia.org/wiki/Marcel_Proust,Categorization:has_theme,critics and writers,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Activity_start:has_time,1908,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Scrutiny:has_theme,who,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Reference_text:has_theme,Proust (disambiguation),0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Supply:has_theme,his later novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Memory:has_theme,narrator's,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Research:has_theme,du temps perdu,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Causation:has_effect,have a disrupted education,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Subjective_influence:has_product,his later novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_theme,his brother Robert,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Attack:has_theme,asthma,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Remainder:has_theme,volumes,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Supply:has_theme,inspiration and material,0.9,Unknown,True
http://en.wikipedia.org/wiki/Catholic_Church,Causation:has_theme,http://en.wikipedia.org/wiki/Marcel_Proust,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Ordinal_numbers:has_type,works,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Becoming:has_theme,atheist,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Publishing:has_work,"His first works, including the collection of stories Les plaisirs et les jours",0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Becoming:has_entity,http://en.wikipedia.org/wiki/Marcel_Proust,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_time,posthumously,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_theme,seven volumes,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Kinship:has_theme,mother,0.9,Unknown,True
http://en.wikipedia.org/wiki/In_Search_of_Lost_Time,Temporal_collocation:has_theme,1908,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Labor_product:has_theme,works,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Temporal_collocation:has_theme,1890s,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Supply:has_theme,These social connections,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Time_vector:has_theme,later,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Medical_conditions:has_theme,asthma,0.9,Unknown,True
http://en.wikipedia.org/wiki/Robert,Cause_to_resume:has_process,remaining volumes,0.9,Unknown,True
http://en.wikipedia.org/wiki/Robert,Cause_to_resume:has_means,based on drafts and proofs,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Kinship:has_theme,father,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Motion:has_location,elite Parisian high society salons frequented by aristocrats and the upper bourgeoisie,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Research:has_time,1908,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text:has_text,novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Becoming:has_time,later,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Kinship:has_theme,http://en.wikipedia.org/wiki/Marcel_Proust,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Aggregate:has_theme,stories Les plaisirs et les jours,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Activity_start:has_activity,work on la recherche du temps perdu,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Concessive:has_theme,he later became an atheist,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Coming_to_be:has_entity,initial sections,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Kinship:has_theme,brother,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text:has_location,English,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Labor_product:has_agent,http://en.wikipedia.org/wiki/Marcel_Proust,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Inclusion:has_theme,collection of stories Les plaisirs et les jours,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Subjective_influence:has_theme,These social connections,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Text:has_text,novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Emotion_directed:has_theme,literature and writing,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Being_born:has_theme,wealthy bourgeois family,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Social_connection:has_theme,connections,0.9,Unknown,True
http://en.wikipedia.org/wiki/Robert,Cause_to_resume:has_agent,his brother Robert,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Subjective_influence:has_time,http://en.wikipedia.org/wiki/20th_century_in_literature,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Time_vector:has_event,novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text:has_time,1922,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Scrutiny:has_theme,cholera,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_work,remaining volumes,0.9,Unknown,True
http://en.wikipedia.org/wiki/Paris,Frequency:has_theme,elite Parisian high society salons,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,People:has_age,young,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text:has_text,volumes,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Memory:has_theme,recollections,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Inclusion:has_theme,His first works,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Time_vector:has_event,became an atheist,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Kinship:has_theme,family,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Wealthiness:has_person,family,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_means,based on drafts and proofs,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Calendric_unit:has_theme,century,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_work,which,0.9,Unknown,True
http://en.wikipedia.org/wiki/In_Search_of_Lost_Time,Temporal_collocation:has_time,1908,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Aggregate:has_theme,collection,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Causation:has_cause,which,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_location,English,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Being_born:has_location,Auteuil quarter of Paris,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_time,between 1913 and 1927,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Calendric_unit:has_theme,twentieth,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text:has_text,la recherche du temps perdu,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Age:has_attribute,age,0.9,Unknown,True
http://en.wikipedia.org/wiki/Catholic_Church,Causation:has_cause,his father's Catholic faith,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Age:has_entity,man,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Categorization:has_category,be one of the most influential authors of the twentieth century,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Concessive:has_theme,Proust was raised in his father's Catholic faith,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,People:has_person,man,0.9,Unknown,True
http://en.wikipedia.org/wiki/Adrien_Proust,Text:has_author,http://en.wikipedia.org/wiki/Marcel_Proust,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Evidence:has_theme,proofs,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Desirability:has_theme,high society salons,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Age:has_age,young,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_work,novel,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Success_or_failure:has_agent,public,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Attack:has_theme,severe,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Temporal_collocation:has_theme,"His first works, including the collection of stories Les plaisirs et les jours, were published",0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Text_creation:has_author,authors,0.9,Unknown,True
http://en.wikipedia.org/wiki/Paris,Frequency:has_event,aristocrats and the upper bourgeoisie,0.9,Unknown,True
http://en.wikipedia.org/wiki/In_Search_of_Lost_Time,Temporal_collocation:has_theme,Proust began work on la recherche du temps perdu,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Increment:has_class,uses,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Publishing:has_time,his lifetime,0.9,Unknown,True
http://en.wikipedia.org/wiki/Marcel_Proust,Fields:has_activity,art,0.9,Unknown,True
http://en.wikipedia.org/wiki/Les_plaisirs_et_les_jours,Publishing:has_time,1890s,0.9,Unknown,True
