subject,predicate,object,confidence,source_sentence,extractable
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text:has_text,novellas,0.9,Unknown,True
http://en.wikipedia.org/wiki/Prague,Origin:has_entity,"His mother, Sophie (""Phia"") Entz (1851–1931 )",0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Cardinal_numbers:has_theme,one,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Judgment_communication:has_reason,as an idiosyncratic and expressive poet,0.9,Unknown,True
http://en.wikipedia.org/wiki/Prague,Temporal_subregion:has_theme,early,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Statement:has_location,"television shows, books and motion pictures",0.9,Unknown,True
http://en.wikipedia.org/wiki/Kingdom_of_Bohemia,Being_employed:has_employee,"His father, Josef Rilke (1838–1906,",0.9,Unknown,True
http://en.wikipedia.org/wiki/Kingdom_of_Bohemia,Residence:has_location,Herrengasse (Panská) 8,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Kinship:has_time,1931,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text:has_text,books,0.9,Unknown,True
http://en.wikipedia.org/wiki/Czech_Republic,Leadership:has_theme,railway,0.9,Unknown,True
http://en.wikipedia.org/wiki/Austria-Hungary,Leadership:has_time,then,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text:has_text,writings,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text_creation:has_author,authors,0.9,Unknown,True
http://en.wikipedia.org/wiki/Prague,Origin:has_time,1931,0.9,Unknown,True
http://en.wikipedia.org/wiki/German_language,Frequency:has_theme,German language,0.9,Unknown,True
http://en.wikipedia.org/wiki/Kingdom_of_Bohemia,Military:has_theme,military,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text:has_theme,correspondence,0.9,Unknown,True
http://en.wikipedia.org/wiki/Switzerland,Subjective_influence:has_theme,which,0.9,Unknown,True
http://en.wikipedia.org/wiki/Prague,Kinship:has_theme,family,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Temporal_subregion:has_theme,later,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Quantified_mass:has_theme,early novellas,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Text:has_text,Poet,0.9,Unknown,True
http://en.wikipedia.org/wiki/Kingdom_of_Bohemia,Being_employed:has_position,as a railway official,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Fame:has_degree,best,0.9,Unknown,True
http://en.wikipedia.org/wiki/W._B._Yeats_bibliography,Age:has_age,Young,0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Quantified_mass:has_quantity,few,0.9,Unknown,True
http://en.wikipedia.org/wiki/The_Notebooks_of_Malte_Laurids_Brigge,Inclusion:has_theme,"two poetry collections : Duino Elegies ( Duineser Elegien ) and Sonnets to Orpheus ( Die Sonette an Orpheus ), a semi-autobiographical novel The Notebooks of Malte Laurids Brigge ( Die Aufzeichnungen des Malte Laurids Brigge ), and a collection of ten letters published posthumously Letters to a Young Poet ( Briefe an einen jungen Dichter )",0.9,Unknown,True
http://en.wikipedia.org/wiki/Rainer_Maria_Rilke,Fame:has_location,http://en.wikipedia.org/wiki/France,0.9,Unknown,True
http://en.wikipedia.org/wiki/Czech_Republic,Leadership:has_time,1906,0.9,Unknown,True
