subject,predicate,object,confidence,source_sentence,extractable
http://en.wikipedia.org/wiki/Hugo_Award,Fame:has_degree,most,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Accompaniment:has_theme,Robert A. Heinlein and Arthur C. Clarke,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Individual_history:has_participant,his works,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Text_creation:has_means,using the pen name Paul French,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Temporal_subregion:has_theme,earlier,0.9,Unknown,True
http://en.wikipedia.org/wiki/Boston_University,People_by_vocation:has_type,biochemistry,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Categorization:has_time,During his lifetime,0.9,Unknown,True
http://en.wikipedia.org/wiki/LeBron_James,Cardinal_numbers:has_theme,one,0.9,Unknown,True
http://en.wikipedia.org/wiki/Boston_University,Origin:has_time,1920,0.9,Unknown,True
http://en.wikipedia.org/wiki/Foundation_series,Identicality:has_type,fictional universe,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Instance:has_theme,Examples,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Inclusion:has_theme,"social science fiction novelette "" Nightfall ",0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Duration_description:has_theme,stories,0.9,Unknown,True
http://en.wikipedia.org/wiki/Arthur_C._Clarke,Expertise:has_theme,writer,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Text_creation:has_text,"estimated 90,000 letters and postcards",0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Text:has_time,1964,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Range:has_event,future,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Creating:has_time,1986,0.9,Unknown,True
http://en.wikipedia.org/wiki/Arthur_C._Clarke,Text_creation:has_text,science fiction,0.9,Unknown,True
http://en.wikipedia.org/wiki/Arthur_C._Clarke,Text:has_text,letters,0.9,Unknown,True
http://en.wikipedia.org/wiki/Galactic_Empire_(Isaac_Asimov),Text:has_text,novels,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Text_creation:has_time,mid-1950s,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Importance:has_theme,works,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Make_cognitive_connection:has_theme,this distant future,0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Text_creation:has_text,"mysteries and fantasy, as well as popular science and other non-fiction",0.9,Unknown,True
http://en.wikipedia.org/wiki/Isaac_Asimov,Creating:has_theme,"unified "" future history "" for his works",0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Importance:has_theme,series,0.9,Unknown,True
http://en.wikipedia.org/wiki/Boston_University,Origin:has_entity,writer,0.9,Unknown,True
http://en.wikipedia.org/wiki/Arthur_C._Clarke,Temporal_collocation:has_theme,his lifetime,0.9,Unknown,True
http://en.wikipedia.org/wiki/Arthur_C._Clarke,Text:has_text,books,0.9,Unknown,True
http://en.wikipedia.org/wiki/United_States,Increment:has_class,uses,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Ordinal_numbers:has_type,three books of which,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Range:has_time,1986,0.9,Unknown,True
http://en.wikipedia.org/wiki/Boston_University,People_by_vocation:has_person,"Isaac Asimov ( / z m v / AZ -im-ov ; [ b ] [ c. January 2, 1920 [ a ] – April 6, 1992 )",0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Inclusion:has_theme,which,0.9,Unknown,True
http://en.wikipedia.org/wiki/United_States,Origin:has_time,1920,0.9,Unknown,True
http://en.wikipedia.org/wiki/LeBron_James,Cardinal_numbers:has_entity," Big Three "" science fiction writers",0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Cardinal_numbers:has_time,1966,0.9,Unknown,True
http://en.wikipedia.org/wiki/Hugo_Award,Fame:has_time,1966,0.9,Unknown,True
